Anho,Ciclo,Idalumno,Cod.Car.Sec,Avandono,CantidadMaterias
2019,1,2345,ELE-PLS13 ,0,6
2019,2,2345,ELE-PLS13 ,0,7
2021,2,2346,ELE-PLS13 ,1,7
2022,1,2346,ELE-PLS13 ,0,6
2017,2,2347,CIV-PLS13 ,0,6
2021,2,2348,CIV-PLS13 ,0,6
2022,1,2348,CIV-PLS13 ,0,5
2022,2,2348,CIV-PLS13 ,0,5
2020,1,2349,CIV-PLS13 ,0,6
2021,1,2350,ELE-PLS13 ,1,5
2021,2,2350,ELE-PLS13 ,1,4
2022,2,2351,CGF-PLS13 ,1,6
2022,2,2352,CIV-PLS13 ,1,4
2021,1,2354,CIV-PLS13 ,1,6
2021,2,2354,CIV-PLS13 ,1,5
2022,1,2358,CIV-PLS13 ,0,6
2022,2,2358,CIV-PLS13 ,0,5
2021,2,2359,CGF-PLS13 ,1,7
2022,1,2359,CGF-PLS13 ,0,6
2022,2,2359,CGF-PLS13 ,1,5
2020,1,2360,CIV-PLS13 ,0,6
2017,2,2367,ELE-PLS13 ,0,5
2021,2,2370,CIV-PLS13 ,0,6
2017,2,2371,CIV-PLS13 ,0,6
2021,2,2372,ELE-PLS13 ,0,4
2022,1,2372,MCT-PLS13 ,0,6
2021,2,2373,ELE-PLS13 ,1,8
2022,1,2373,ELE-PLS13 ,0,7
2022,2,2373,ELE-PLS13 ,1,4
2021,1,2378,CIV-PLS13 ,0,6
2022,2,2379,ELE-PLS13 ,1,3
2022,1,2381,ELE-PLS13 ,0,4
2022,2,2381,ELE-PLS13 ,1,4
2021,1,2384,ELE-PLS13 ,0,5
2016,2,2385,ELE-PLS13 ,0,5
2016,2,2386,IND-PLS13 ,0,5
2019,2,2387,IND-PLS13 ,0,6
2020,1,2387,IND-PLS13 ,0,7
2021,2,2388,CIV-PLS13 ,0,6
2022,1,2388,CIV-PLS13 ,0,6
2022,2,2389,CIV-PLS13 ,1,5
2017,2,2390,CIV-PLS13 ,0,6
2021,1,2391,MCT-PLS13 ,0,3
2022,1,2393,MCT-PLS13 ,0,6
2022,2,2393,MCT-PLS13 ,0,4
2022,2,2394,MCT-PLS13 ,0,4
2022,2,2395,ELE-PLS13 ,1,4
2017,2,2396,IND-PLS13 ,0,4
2016,2,2397,CIV-PLS13 ,0,3
2020,1,2398,CIV-PLS13 ,0,6
2022,2,2399,ELE-PLS13 ,0,5
2022,2,2400,CIV-PLS13 ,1,4
2022,1,2401,CIV-PLS13 ,0,8
2022,2,2401,CIV-PLS13 ,0,5
2019,2,2402,ELE-PLS13 ,0,5
2020,1,2402,ELE-PLS13 ,0,5
2022,1,2405,CIV-PLS13 ,0,8
2022,2,2405,IND-PLS13 ,0,4
2021,1,2406,ELE-PLS13 ,0,5
2020,1,2408,ELE-PLS13 ,1,4
2021,1,2408,ELE-PLS13 ,0,5
2021,2,2408,ELE-PLS13 ,1,5
2022,1,2408,CIV-PLS13 ,0,5
2021,2,2409,CIV-PLS13 ,1,6
2021,2,2410,CIV-PLS13 ,0,7
2022,2,2410,CIV-PLS13 ,0,4
2021,2,2412,ELE-PLS13 ,1,7
2022,1,2412,ELE-PLS13 ,0,7
2022,2,2412,ELE-PLS13 ,1,6
2022,1,2413,CIV-PLS13 ,0,5
2022,2,2413,CIV-PLS13 ,1,5
2017,2,2414,IND-PLS13 ,0,4
2019,2,2417,ELE-PLS13 ,0,5
2017,2,2418,ELE-PLS13 ,0,5
2017,2,2421,CIV-PLS13 ,0,6
2018,1,2421,CIV-PLS13 ,0,8
2022,1,2424,CIV-PLS13 ,0,5
2022,2,2424,CIV-PLS13 ,0,6
2021,2,2425,IND-PLS13 ,1,6
2022,1,2425,IND-PLS13 ,0,6
2022,2,2427,CIV-PLS13 ,1,3
2019,2,2428,CIV-PLS13 ,0,6
2021,1,2429,ELE-PLS13 ,1,3
2021,2,2429,ELE-PLS13 ,1,4
2022,1,2429,ELE-PLS13 ,0,4
2022,2,2429,ELE-PLS13 ,0,5
2021,2,2430,CGF-PLS13 ,0,7
2022,1,2430,CIV-PLS13 ,0,7
2020,1,2431,CIV-PLS13 ,0,4
2021,1,2431,CIV-PLS13 ,0,5
2017,2,2432,ELE-PLS13 ,0,5
2019,2,2437,IND-PLS13 ,0,5
2017,2,2440,CIV-PLS13 ,1,4
2018,1,2440,CIV-PLS13 ,0,4
2018,2,2440,CIV-PLS13 ,0,6
2017,2,2441,ELE-PLS13 ,0,5
2020,1,2443,CIV-PLS13 ,0,4
2021,1,2443,CIV-PLS13 ,1,4
2022,1,2443,IND-PLS13 ,0,5
2022,2,2443,IND-PLS13 ,1,3
2017,2,2446,ELE-PLS13 ,0,5
2022,2,2448,IND-PLS13 ,1,2
2021,2,2449,CIV-PLS13 ,0,6
2022,1,2449,CIV-PLS13 ,0,7
2022,2,2449,CIV-PLS13 ,0,5
2022,2,2450,ELE-PLS13 ,0,3
2019,2,2451,ECA-PLS13 ,0,5
2020,1,2451,ECA-PLS13 ,0,5
2018,2,2452,MCT-PLS13 ,0,2
2018,2,2453,ELE-PLS13 ,0,5
2021,2,2457,IND-PLS13 ,0,7
2022,2,2457,CIV-PLS13 ,0,4
2022,1,2459,MCT-PLS13 ,0,6
2022,1,2462,CIV-PLS13 ,0,6
2022,2,2462,CIV-PLS13 ,1,5
2019,2,2463,CIV-PLS13 ,0,6
2016,2,2464,ELE-PLS13 ,0,4
2017,2,2464,ELE-PLS13 ,0,3
2021,2,2465,CIV-PLS13 ,0,7
2021,1,2467,CIV-PLS13 ,1,8
2020,1,2469,MCT-PLS13 ,0,5
2021,1,2469,MCT-PLS13 ,0,6
2021,2,2469,MCT-PLS13 ,0,4
2022,1,2469,MCT-PLS13 ,0,3
2022,2,2469,MCT-PLS13 ,0,6
2016,2,2472,ELE-PLS13 ,0,4
2017,2,2472,ELE-PLS13 ,1,4
2018,2,2472,ELE-PLS13 ,1,6
2019,1,2472,ELE-PLS13 ,1,5
2020,1,2472,ELE-PLS13 ,1,6
2021,1,2472,ELE-PLS13 ,1,5
2019,2,2473,CIV-PLS13 ,0,6
2021,1,2474,CIV-PLS13 ,0,6
2018,2,2475,ELE-PLS13 ,1,6
2022,2,2475,ELE-PLS13 ,1,8
2021,1,2476,CIV-PLS13 ,0,7
2017,2,2479,ECA-PLS13 ,0,5
2018,1,2479,ECA-PLS13 ,0,6
2016,2,2481,ELE-PLS13 ,0,5
2017,2,2481,ELE-PLS13 ,0,5
2021,1,2482,CIV-PLS13 ,1,8
2021,2,2482,CIV-PLS13 ,1,8
2021,1,2484,CIV-PLS13 ,0,4
2021,1,2487,CIV-PLS13 ,0,5
2018,2,2488,ELE-PLS13 ,1,5
2019,1,2488,ELE-PLS13 ,0,5
2016,2,2491,CIV-PLS13 ,1,6
2017,2,2491,CIV-PLS13 ,0,3
2017,2,2493,CIV-PLS13 ,0,5
2022,2,2496,MEC-PLS13 ,0,6
2019,2,2498,CIV-PLS13 ,0,6
2021,1,2499,CIV-PLS13 ,1,5
2022,1,2499,CIV-PLS13 ,1,6
2022,2,2499,CIV-PLS13 ,1,5
2019,2,2500,ELE-PLS13 ,1,5
2020,1,2500,ELE-PLS13 ,0,5
2021,1,2500,ELE-PLS13 ,0,5
2021,2,2501,CIV-PLS13 ,0,6
2022,1,2501,CIV-PLS13 ,0,3
2022,2,2501,CIV-PLS13 ,0,3
2021,1,2502,CIV-PLS13 ,0,5
2022,1,2504,CGF-PLS13 ,1,6
2022,2,2504,CGF-PLS13 ,1,6
2022,1,2511,CIV-PLS13 ,0,6
2022,2,2511,CIV-PLS13 ,1,6
2021,2,2514,ELE-PLS13 ,1,7
2022,1,2514,ELE-PLS13 ,0,7
2022,2,2514,CGF-PLS13 ,1,4
2018,2,2515,CIV-PLS13 ,0,5
2019,2,2515,CIV-PLS13 ,0,5
2021,2,2518,CIV-PLS13 ,1,6
2022,1,2518,CIV-PLS13 ,0,6
2022,2,2521,CIV-PLS13 ,0,5
2020,1,2523,CIV-PLS13 ,0,6
2022,2,2525,CIV-PLS13 ,1,6
2018,2,2527,CIV-PLS13 ,0,6
2019,1,2527,CIV-PLS13 ,0,8
2019,2,2527,CIV-PLS13 ,0,6
2021,2,2533,CGF-PLS13 ,1,8
2022,1,2533,CGF-PLS13 ,0,7
2022,2,2533,CGF-PLS13 ,0,7
2021,2,2534,CIV-PLS13 ,1,8
2022,2,2534,CIV-PLS13 ,1,7
2019,2,2535,ELE-PLS13 ,0,5
2018,2,2538,IND-PLS13 ,0,5
2022,1,2543,ELE-PLS13 ,0,7
2022,2,2543,ELE-PLS13 ,1,4
2022,2,2544,ELE-PLS13 ,1,3
2016,2,2545,CIV-PLS13 ,0,6
2017,2,2546,CGF-PLS13 ,0,4
2018,2,2547,ELE-PLS13 ,0,5
2016,2,2549,CIV-PLS13 ,0,6
2016,2,2552,ECA-PLS13 ,0,5
2016,2,2553,IND-PLS13 ,0,5
2017,2,2553,IND-PLS13 ,0,3
2021,1,2554,ELE-PLS13 ,0,4
2021,2,2554,ELE-PLS13 ,0,5
2022,1,2554,ELE-PLS13 ,0,5
2022,2,2554,ELE-PLS13 ,0,5
2021,1,2555,CIV-PLS13 ,0,6
2017,2,2556,ELE-PLS13 ,0,4
2018,1,2556,ELE-PLS13 ,0,4
2018,2,2556,ELE-PLS13 ,1,5
2019,1,2556,ELE-PLS13 ,1,3
2019,2,2556,ELE-PLS13 ,0,4
2020,1,2556,ELE-PLS13 ,0,5
2021,1,2556,ELE-PLS13 ,0,6
2017,2,2558,CIV-PLS13 ,1,6
2018,2,2558,CIV-PLS13 ,0,5
2021,1,2559,ELE-PLS13 ,0,5
2022,1,2559,ELE-PLS13 ,0,4
2022,2,2559,ELE-PLS13 ,0,4
2016,2,2560,ECA-PLS13 ,0,6
2021,2,2561,ELE-PLS13 ,1,6
2022,1,2561,ELE-PLS13 ,0,5
2021,2,2565,CIV-PLS13 ,1,7
2022,2,2565,CIV-PLS13 ,0,4
2021,2,2567,IND-PLS13 ,0,5
2022,1,2569,MEC-PLS13 ,0,6
2019,2,2571,ELE-PLS13 ,1,5
2021,1,2571,ELE-PLS13 ,0,5
2021,2,2571,ELE-PLS13 ,0,7
2021,1,2575,CIV-PLS13 ,0,5
2017,2,2577,ELE-PLS13 ,1,4
2018,2,2577,ELE-PLS13 ,1,5
2021,2,2577,ELE-PLS13 ,1,8
2022,1,2577,ELE-PLS13 ,0,8
2022,2,2577,ELE-PLS13 ,1,8
2016,2,2580,MCT-PLS13 ,0,4
2021,2,2581,CIV-PLS13 ,1,7
2022,1,2581,CIV-PLS13 ,0,5
2022,2,2581,CIV-PLS13 ,0,4
2016,2,2583,CIV-PLS13 ,0,6
2016,2,2584,CGF-PLS13 ,0,8
2017,2,2584,CGF-PLS13 ,0,7
2018,1,2584,CGF-PLS13 ,0,8
2021,1,2585,CIV-PLS13 ,0,6
2021,2,2587,CIV-PLS13 ,0,5
2017,2,2588,ELE-PLS13 ,1,4
2018,2,2588,ELE-PLS13 ,0,4
2016,2,2589,CIV-PLS13 ,0,5
2016,2,2594,CIV-PLS13 ,0,6
2019,2,2598,ELE-PLS13 ,0,5
2020,1,2598,ELE-PLS13 ,0,4
2016,2,2599,CIV-PLS13 ,0,5
2016,2,2600,ELE-PLS13 ,1,5
2019,2,2601,CIV-PLS13 ,0,5
2020,1,2601,CIV-PLS13 ,0,5
2021,1,2602,CGF-PLS13 ,0,8
2021,2,2602,CGF-PLS13 ,0,8
2022,1,2602,CGF-PLS13 ,0,5
2017,2,2603,CIV-PLS13 ,0,3
2018,2,2603,CIV-PLS13 ,0,6
2019,1,2603,CIV-PLS13 ,0,6
2019,2,2603,CIV-PLS13 ,0,4
2021,2,2606,CIV-PLS13 ,1,7
2022,2,2606,CIV-PLS13 ,1,5
2018,2,2614,ELE-PLS13 ,0,5
2016,2,2618,CIV-PLS13 ,0,3
2017,2,2618,CIV-PLS13 ,0,5
2018,1,2618,CIV-PLS13 ,0,3
2016,2,2620,CIV-PLS13 ,0,6
2017,2,2620,CIV-PLS13 ,0,4
2020,1,2621,CIV-PLS13 ,1,6
2021,1,2621,CIV-PLS13 ,1,6
2021,2,2621,CIV-PLS13 ,1,6
2022,1,2621,CIV-PLS13 ,0,7
2022,2,2621,CIV-PLS13 ,1,5
2017,2,2622,CIV-PLS13 ,0,6
2022,2,2626,IND-PLS13 ,0,5
2017,2,2627,MCT-PLS13 ,0,6
2021,2,2628,MCT-PLS13 ,1,7
2022,1,2628,MCT-PLS13 ,0,6
2022,2,2628,MCT-PLS13 ,0,5
2021,2,2630,CGF-PLS13 ,1,8
2022,1,2630,CGF-PLS13 ,0,7
2022,2,2630,CGF-PLS13 ,0,4
2021,1,2631,CIV-PLS13 ,1,4
2021,2,2631,CIV-PLS13 ,0,5
2022,2,2637,CIV-PLS13 ,0,5
2018,2,2638,CIV-PLS13 ,0,4
2022,2,2639,CIV-PLS13 ,1,5
2022,1,2640,ECA-PLS13 ,0,6
2022,2,2641,CIV-PLS13 ,0,7
2022,1,2642,ELE-PLS13 ,0,5
2017,2,2643,IND-PLS13 ,0,5
2017,2,2644,CIV-PLS13 ,0,6
2017,2,2645,ELE-PLS13 ,0,5
2018,1,2645,ELE-PLS13 ,0,5
2021,2,2647,CIV-PLS13 ,1,6
2022,1,2647,CIV-PLS13 ,0,5
2017,2,2648,CIV-PLS13 ,0,8
2020,1,2648,CGF-PLS13 ,0,5
2017,2,2649,ECA-PLS13 ,0,5
2018,2,2650,ELE-PLS13 ,1,6
2019,1,2650,ELE-PLS13 ,1,4
2019,2,2650,ELE-PLS13 ,1,6
2020,1,2650,ELE-PLS13 ,1,4
2021,1,2650,ELE-PLS13 ,1,6
2022,2,2651,CIV-PLS13 ,0,7
2021,2,2652,CIV-PLS13 ,0,5
2021,2,2653,ELE-PLS13 ,1,6
2022,1,2653,ELE-PLS13 ,0,6
2022,2,2653,ELE-PLS13 ,0,4
2018,2,2654,CIV-PLS13 ,0,6
2018,2,2655,ELE-PLS13 ,0,5
2019,1,2655,ELE-PLS13 ,0,6
2021,1,2658,ELE-PLS13 ,0,6
2018,1,2660,CIV-PLS13 ,1,8
2019,1,2660,CIV-PLS13 ,1,6
2019,2,2660,CGF-PLS13 ,0,5
2020,1,2660,CIV-PLS13 ,1,8
2021,1,2660,CIV-PLS13 ,0,5
2021,2,2660,CIV-PLS13 ,0,7
2022,1,2660,CIV-PLS13 ,0,5
2022,2,2660,CIV-PLS13 ,1,5
2022,2,2661,CIV-PLS13 ,0,6
2022,1,2663,CIV-PLS13 ,1,6
2022,2,2663,CIV-PLS13 ,1,3
2021,2,2664,CIV-PLS13 ,0,5
2022,1,2664,CIV-PLS13 ,0,5
2018,2,2665,IND-PLS13 ,0,3
2017,2,2668,MCT-PLS13 ,0,4
2018,1,2668,MCT-PLS13 ,0,6
2019,2,2671,CIV-PLS13 ,0,7
2020,1,2671,CIV-PLS13 ,0,5
2021,1,2672,MEC-PLS13 ,0,5
2021,2,2672,MEC-PLS13 ,0,4
2021,1,2673,CIV-PLS13 ,0,6
2021,2,2673,CIV-PLS13 ,1,6
2022,1,2673,CIV-PLS13 ,0,7
2022,2,2673,CIV-PLS13 ,0,6
2016,2,2675,CIV-PLS13 ,1,7
2018,2,2675,CGF-PLS13 ,0,7
2019,1,2675,CGF-PLS13 ,0,8
2022,2,2676,IND-PLS13 ,0,3
2019,2,2677,CIV-PLS13 ,0,6
2017,2,2678,MCT-PLS13 ,0,4
2018,1,2678,MCT-PLS13 ,0,5
2019,2,2684,MCT-PLS13 ,0,5
2020,1,2685,IND-PLS13 ,0,4
2021,1,2685,IND-PLS13 ,0,4
2021,2,2685,IND-PLS13 ,0,4
2020,1,2686,CIV-PLS13 ,0,5
2019,2,2688,ELE-PLS13 ,0,5
2016,2,2689,CIV-PLS13 ,0,3
2017,2,2689,CIV-PLS13 ,0,7
2020,1,2690,MCT-PLS13 ,0,5
2017,2,2695,CIV-PLS13 ,0,5
2018,1,2695,CIV-PLS13 ,0,5
2022,2,2698,CIV-PLS13 ,1,5
2021,2,2699,CIV-PLS13 ,0,3
2022,1,2699,CIV-PLS13 ,0,5
2022,1,2700,MCT-PLS13 ,0,5
2022,1,2701,CIV-PLS13 ,0,6
2022,2,2701,CIV-PLS13 ,0,6
2022,2,2702,CIV-PLS13 ,0,6
2022,1,2704,ELE-PLS13 ,0,5
2022,2,2704,ELE-PLS13 ,1,4
2019,2,2705,CIV-PLS13 ,1,5
2020,1,2705,CIV-PLS13 ,0,7
2021,1,2705,CIV-PLS13 ,0,5
2021,2,2705,CIV-PLS13 ,0,5
2022,2,2706,CIV-PLS13 ,0,6
2017,2,2707,CIV-PLS13 ,0,6
2022,1,2708,CIV-PLS13 ,0,8
2022,2,2708,CIV-PLS13 ,0,4
2018,2,2709,MCT-PLS13 ,1,5
2020,1,2709,MCT-PLS13 ,1,5
2021,1,2709,MCT-PLS13 ,1,7
2021,2,2709,MCT-PLS13 ,1,4
2022,1,2709,MCT-PLS13 ,1,5
2022,2,2709,ECA-PLS13 ,1,5
2018,2,2710,ELE-PLS13 ,0,5
2017,2,2712,CIV-PLS13 ,0,5
2017,2,2713,MCT-PLS13 ,0,5
2017,2,2715,IND-PLS13 ,0,5
2022,2,2716,CIV-PLS13 ,0,5
2018,2,2717,MCT-PLS13 ,0,5
2020,1,2718,MEC-PLS13 ,0,6
2021,2,2719,ELE-PLS13 ,1,4
2022,1,2719,ELE-PLS13 ,0,4
2021,2,2721,CIV-PLS13 ,1,8
2022,1,2721,CIV-PLS13 ,1,7
2022,2,2721,CIV-PLS13 ,0,5
2022,1,2722,ELE-PLS13 ,0,5
2022,2,2722,ELE-PLS13 ,0,4
2016,2,2724,CIV-PLS13 ,0,6
2021,2,2725,CIV-PLS13 ,0,3
2018,2,2727,IND-PLS13 ,0,5
2021,1,2730,CIV-PLS13 ,0,5
2021,2,2730,CIV-PLS13 ,1,7
2022,1,2730,CIV-PLS13 ,1,8
2022,2,2730,CIV-PLS13 ,1,6
2016,2,2732,CIV-PLS13 ,0,5
2020,1,2734,CIV-PLS13 ,0,4
2016,2,2735,CIV-PLS13 ,0,5
2017,2,2735,ELE-PLS13 ,0,5
2017,2,2736,IND-PLS13 ,0,3
2018,1,2736,IND-PLS13 ,0,3
2017,2,2738,CIV-PLS13 ,1,6
2019,2,2739,CIV-PLS13 ,0,5
2020,1,2739,CIV-PLS13 ,0,4
2019,2,2740,CIV-PLS13 ,0,6
2020,1,2740,CIV-PLS13 ,0,4
2020,1,2742,CIV-PLS13 ,1,6
2021,1,2742,CIV-PLS13 ,1,5
2021,2,2742,CIV-PLS13 ,1,5
2022,1,2742,CIV-PLS13 ,1,5
2022,2,2742,CIV-PLS13 ,1,4
2017,2,2744,ELE-PLS13 ,1,5
2018,2,2744,MCT-PLS13 ,0,4
2019,1,2744,MCT-PLS13 ,0,5
2016,2,2746,ELE-PLS13 ,0,6
2017,2,2746,ELE-PLS13 ,0,10
2022,2,2747,ELE-PLS13 ,0,5
2016,2,2750,MCT-PLS13 ,1,4
2018,2,2750,MCT-PLS13 ,0,5
2019,1,2750,MCT-PLS13 ,0,5
2019,2,2750,MCT-PLS13 ,0,7
2020,1,2750,MCT-PLS13 ,0,5
2018,2,2751,CIV-PLS13 ,0,6
2018,2,2752,CIV-PLS13 ,0,6
2018,2,2753,CIV-PLS13 ,1,6
2019,2,2753,CIV-PLS13 ,0,5
2019,2,2756,CIV-PLS13 ,0,5
2016,2,2757,ELE-PLS13 ,0,5
2017,2,2757,ELE-PLS13 ,0,5
2017,2,2765,IND-PLS13 ,0,2
2018,1,2765,IND-PLS13 ,0,5
2017,2,2766,CIV-PLS13 ,0,6
2021,1,2770,IND-PLS13 ,0,5
2017,2,2773,CIV-PLS13 ,0,4
2018,2,2773,CIV-PLS13 ,0,8
2019,1,2773,CGF-PLS13 ,0,7
2019,2,2773,CGF-PLS13 ,0,7
2016,2,2775,IND-PLS13 ,1,3
2017,2,2775,IND-PLS13 ,0,4
2018,2,2777,CIV-PLS13 ,0,6
2019,2,2777,CIV-PLS13 ,0,5
2016,2,2778,CIV-PLS13 ,0,6
2017,2,2782,ELE-PLS13 ,0,5
2021,1,2784,CIV-PLS13 ,0,6
2021,2,2784,CIV-PLS13 ,0,5
2019,2,2787,ELE-PLS13 ,0,5
2020,1,2787,ELE-PLS13 ,0,5
2021,2,2787,ELE-PLS13 ,1,4
2022,1,2787,ELE-PLS13 ,0,4
2022,2,2787,ELE-PLS13 ,0,5
2021,2,2789,CIV-PLS13 ,1,6
2021,2,2790,IND-PLS13 ,0,5
2022,1,2790,IND-PLS13 ,0,4
2022,2,2790,IND-PLS13 ,0,4
2019,1,2791,CIV-PLS13 ,0,6
2022,2,2792,CIV-PLS13 ,0,5
2021,1,2793,IND-PLS13 ,0,4
2021,2,2793,IND-PLS13 ,0,7
2022,1,2793,IND-PLS13 ,0,5
2017,2,2795,CIV-PLS13 ,0,3
2021,2,2796,ELE-PLS13 ,0,4
2022,1,2796,ELE-PLS13 ,0,4
2022,2,2796,ELE-PLS13 ,0,5
2018,2,2800,IND-PLS13 ,0,5
2016,2,2801,IND-PLS13 ,0,5
2018,2,2803,CIV-PLS13 ,1,6
2020,1,2803,CIV-PLS13 ,0,5
2017,2,2804,CIV-PLS13 ,0,6
2022,2,2807,CIV-PLS13 ,0,5
2022,1,2809,CIV-PLS13 ,0,5
2016,2,2810,MCT-PLS13 ,0,5
2017,2,2811,IND-PLS13 ,0,4
2018,1,2811,IND-PLS13 ,0,6
2019,2,2812,ELE-PLS13 ,1,5
2020,1,2812,ELE-PLS13 ,1,5
2021,1,2812,ELE-PLS13 ,1,4
2021,2,2812,ELE-PLS13 ,1,4
2022,1,2812,ELE-PLS13 ,1,5
2018,2,2813,CIV-PLS13 ,0,5
2019,1,2813,CGF-PLS13 ,0,4
2022,2,2815,CIV-PLS13 ,1,2
2021,1,2817,ELE-PLS13 ,1,7
2021,2,2817,ELE-PLS13 ,1,7
2022,1,2817,ELE-PLS13 ,0,7
2022,2,2817,ELE-PLS13 ,1,7
2022,1,2818,CIV-PLS13 ,0,4
2022,2,2818,CIV-PLS13 ,1,5
2019,2,2819,ELE-PLS13 ,0,6
2017,2,2821,CIV-PLS13 ,1,6
2018,1,2821,CIV-PLS13 ,1,5
2018,2,2821,CIV-PLS13 ,1,7
2021,1,2821,CIV-PLS13 ,0,5
2022,2,2822,CIV-PLS13 ,0,6
2021,2,2825,ECA-PLS13 ,0,5
2022,1,2825,ECA-PLS13 ,0,5
2022,2,2825,ECA-PLS13 ,0,5
2020,1,2826,ELE-PLS13 ,0,7
2021,1,2826,ELE-PLS13 ,1,7
2022,1,2826,ELE-PLS13 ,0,6
2020,1,2827,CIV-PLS13 ,0,4
2017,2,2828,ELE-PLS13 ,1,4
2018,2,2828,ELE-PLS13 ,0,5
2019,2,2829,CIV-PLS13 ,0,6
2021,2,2830,CIV-PLS13 ,1,5
2022,1,2830,ELE-PLS13 ,0,6
2022,2,2830,ELE-PLS13 ,0,5
2022,1,2832,CIV-PLS13 ,1,8
2022,2,2832,CIV-PLS13 ,1,5
2022,1,2833,CIV-PLS13 ,0,6
2021,1,2835,MCT-PLS13 ,0,5
2021,2,2835,MCT-PLS13 ,0,5
2017,2,2836,CIV-PLS13 ,0,4
2021,2,2838,MCT-PLS13 ,0,5
2022,2,2842,CIV-PLS13 ,1,5
2016,2,2843,MEC-PLS13 ,0,5
2020,1,2845,CIV-PLS13 ,0,4
2021,1,2845,CIV-PLS13 ,0,6
2017,2,2846,CIV-PLS13 ,0,6
2016,2,2850,CIV-PLS13 ,1,5
2017,2,2850,CIV-PLS13 ,1,5
2017,2,2851,CIV-PLS13 ,0,5
2022,1,2852,CGF-PLS13 ,0,5
2020,1,2853,MCT-PLS13 ,1,7
2021,1,2853,IND-PLS13 ,0,8
2017,2,2854,MEC-PLS13 ,0,6
2018,1,2854,MEC-PLS13 ,0,7
2021,2,2857,CIV-PLS13 ,0,6
2020,1,2858,CIV-PLS13 ,0,4
2022,1,2859,CIV-PLS13 ,0,6
2021,2,2861,CIV-PLS13 ,0,6
2022,1,2861,CIV-PLS13 ,0,7
2022,2,2861,CIV-PLS13 ,0,6
2019,2,2862,ECA-PLS13 ,0,5
2020,1,2862,ELE-PLS13 ,1,6
2017,2,2863,MEC-PLS13 ,0,5
2018,1,2863,MEC-PLS13 ,0,5
2018,2,2864,CIV-PLS13 ,1,6
2019,2,2864,CIV-PLS13 ,0,5
2020,1,2864,CIV-PLS13 ,0,4
2021,2,2867,ELE-PLS13 ,1,5
2022,1,2867,ELE-PLS13 ,0,5
2022,2,2867,ELE-PLS13 ,0,6
2022,2,2868,CIV-PLS13 ,1,7
2022,1,2869,MCT-PLS13 ,0,5
2018,2,2870,CIV-PLS13 ,1,4
2019,2,2870,CIV-PLS13 ,0,5
2022,1,2872,IND-PLS13 ,0,6
2022,2,2872,IND-PLS13 ,0,3
2021,2,2873,MCT-PLS13 ,0,7
2022,1,2873,CIV-PLS13 ,0,7
2022,2,2873,CIV-PLS13 ,0,6
2021,1,2874,IND-PLS13 ,0,6
2021,2,2874,IND-PLS13 ,0,5
2022,1,2874,IND-PLS13 ,0,4
2021,2,2875,ELE-PLS13 ,1,6
2016,2,2879,CIV-PLS13 ,0,6
2017,2,2880,MCT-PLS13 ,0,5
2021,2,2881,CGF-PLS13 ,1,7
2021,1,2882,ELE-PLS13 ,0,5
2016,2,2883,MEC-PLS13 ,0,5
2022,2,2885,ELE-PLS13 ,0,3
2021,1,2886,CIV-PLS13 ,0,5
2021,2,2886,CIV-PLS13 ,0,7
2022,1,2886,CIV-PLS13 ,0,6
2022,2,2886,CIV-PLS13 ,0,5
2021,1,2887,ELE-PLS13 ,0,7
2021,2,2887,ELE-PLS13 ,1,8
2022,1,2887,ELE-PLS13 ,0,6
2022,2,2887,ELE-PLS13 ,0,8
2021,1,2889,IND-PLS13 ,0,4
2021,2,2889,IND-PLS13 ,0,7
2021,2,2890,CIV-PLS13 ,0,7
2022,1,2890,CIV-PLS13 ,0,7
2022,2,2890,CIV-PLS13 ,0,7
2021,2,2891,MCT-PLS13 ,0,6
2022,1,2891,MCT-PLS13 ,0,5
2018,2,2892,MCT-PLS13 ,0,5
2021,1,2893,IND-PLS13 ,0,4
2021,2,2893,IND-PLS13 ,1,4
2022,1,2893,IND-PLS13 ,0,4
2016,2,2896,ELE-PLS13 ,0,3
2017,2,2896,ELE-PLS13 ,0,4
2018,1,2896,ELE-PLS13 ,0,5
2016,2,2900,IND-PLS13 ,0,5
2016,2,2901,MCT-PLS13 ,0,5
2017,2,2901,MCT-PLS13 ,0,5
2021,2,2902,CIV-PLS13 ,0,6
2022,1,2902,CIV-PLS13 ,0,6
2018,2,2903,CIV-PLS13 ,1,6
2019,1,2903,CIV-PLS13 ,1,4
2019,2,2903,CIV-PLS13 ,1,6
2021,1,2903,CIV-PLS13 ,1,6
2021,2,2903,CIV-PLS13 ,1,4
2022,1,2903,CIV-PLS13 ,1,5
2018,2,2904,CIV-PLS13 ,0,6
2019,1,2904,CIV-PLS13 ,0,4
2016,2,2905,MCT-PLS13 ,0,5
2018,2,2906,MCT-PLS13 ,0,5
2020,1,2909,ELE-PLS13 ,0,5
2021,1,2909,ELE-PLS13 ,0,7
2021,2,2909,ELE-PLS13 ,1,6
2022,1,2909,ELE-PLS13 ,0,4
2022,2,2909,ELE-PLS13 ,0,5
2019,2,2910,ELE-PLS13 ,0,5
2022,1,2912,CIV-PLS13 ,0,6
2021,2,2913,ELE-PLS13 ,1,7
2022,2,2913,ELE-PLS13 ,0,4
2020,1,2914,MEC-PLS13 ,0,4
2021,1,2915,CIV-PLS13 ,0,7
2022,2,2918,CIV-PLS13 ,1,4
