ix,Id,danho,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,id_anony
146619,574,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,0,0,0,0,0,,es_3688
146620,575,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,6,30,0,0,0,1F-3,es_6559
146621,576,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,4,11,0,0,0,,es_6561
146622,577,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2017,6,9,0,0,26,3F-1,es_6564
146623,578,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,8,9,0,8,6,,es_7108
146624,579,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,8,17,0,12,8,,es_6565
146625,580,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,8,9,0,20,24,,es_7109
146626,581,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,8,15,0,0,16,,es_6566
146627,582,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,2017,10,17,0,0,0,"1F-1,2F-1,3F-1",es_6567
146628,583,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,0,0,0,0,0,,es_3716
146629,584,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,10,19,0,32,0,3F-3,es_6568
146630,585,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,5,13,0,14,16,,es_6569
146631,586,2017,2,13002,CALCULO 1,CGF-PLS13 ,1,1,2017,2,N,2016,0,0,0,0,0,1F-1,es_7110
146632,587,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,6,0,0,0,0,,es_6570
146633,588,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,S,2017,10,17,0,32,0,"2F-1,3F-2",es_6571
146634,589,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,2016,0,0,0,0,0,"2F-1,3F-1",es_6572
146635,590,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,0,3,0,0,0,0,,es_6573
146636,591,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2016,6,0,0,0,0,3F-1,es_6574
146637,592,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2016,7,23,0,30,34,3F-4,es_6575
146638,593,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,S,2017,9,20,0,20,0,"2F-1,3F-3",es_6576
146639,594,2017,2,13002,CALCULO 1,CGF-PLS13 ,1,1,2017,2,S,2017,12,23,0,0,0,1F-3,es_7111
146640,595,2017,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2017,2,S,2017,7,20,0,32,0,"2F-1,3F-5",es_7112
146641,596,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,0,5,21,0,8,14,,es_6577
146642,597,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,5,12,0,8,10,,es_6578
146643,598,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,7,10,0,30,16,3F-2,es_7113
146644,599,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,0,7,4,0,0,0,,es_6579
146645,600,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,3,8,0,0,0,,es_7114
146646,601,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,5,4,0,0,0,,es_6580
146647,602,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,2017,8,10,0,0,36,,es_6581
146648,603,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,10,11,0,34,0,2F-2,es_6582
146649,604,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,4,0,0,0,0,,es_6583
146650,605,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,7,8,0,34,24,3F-2,es_7115
146651,606,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,3,7,0,0,0,,es_6585
146652,607,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2016,6,0,0,0,0,"1F-1,3F-1",es_6586
146653,608,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,14,28,0,0,0,1F-5,es_6587
146654,609,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,9,14,0,0,18,,es_6588
146655,610,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,9,20,0,0,0,1F-2,es_6589
146656,611,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,2017,9,22,0,0,0,,es_6591
146657,612,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,N,0,1,15,0,18,16,,es_6593
146658,613,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,10,26,0,44,0,2F-3,es_6595
146659,614,2017,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2017,2,N,2016,8,0,0,0,0,,es_7116
146660,615,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,S,2017,6,13,0,18,36,3F-4,es_6596
146661,616,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,11,27,0,0,0,1F-2,es_6597
146662,617,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,7,4,0,0,0,,es_6599
146663,618,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,10,8,0,22,0,,es_6600
146664,619,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,0,5,20,0,0,14,,es_6601
146665,620,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,6,20,0,46,0,2F-3,es_6602
146666,621,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2016,7,19,0,0,0,1F-3,es_7117
146667,622,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,S,2017,8,25,0,0,0,1F-2,es_6603
146668,623,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2016,0,0,0,0,0,,es_7118
146669,624,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,7,27,0,0,0,1F-4,es_6604
146670,625,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,4,0,0,0,0,,es_6605
146671,626,2017,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2017,2,S,2017,4,24,0,0,0,"1F-1,2F-2",es_6606
146672,627,2017,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2017,2,N,2016,0,0,0,0,0,3F-1,es_6607
146673,628,2017,2,13002,CALCULO 1,ECA-PLS13 ,1,1,2017,2,N,0,2,0,0,0,0,,es_6608
146674,629,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,10,18,0,0,0,1F-2,es_6609
146675,630,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,6,20,0,0,0,,es_7119
146676,631,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2016,10,15,0,0,0,1F-3,es_6610
146677,632,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,12,20,0,0,0,"1F-1,2F-1,3F-2",es_6611
146678,633,2017,2,13002,CALCULO 1,CGF-PLS13 ,1,1,2017,2,N,0,5,10,0,0,12,,es_6612
146679,634,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2017,9,9,0,32,0,,es_6613
146680,635,2017,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2017,2,S,2017,4,26,0,0,0,1F-2,es_6614
146681,636,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,2016,7,15,0,12,0,2F-1,es_6615
146682,637,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2017,13,8,0,22,26,,es_6616
146683,638,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,6,0,0,0,0,,es_6617
146684,639,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,4,0,0,0,0,,es_6618
146685,640,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,9,17,0,18,46,3F-3,es_7120
146686,641,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,N,0,12,14,0,0,0,,es_6619
146687,642,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,10,18,0,0,0,1F-2,es_6620
146688,643,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,9,9,0,46,0,2F-5,es_6621
146689,644,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,S,2017,5,18,0,28,0,"2F-1,3F-2",es_7121
146690,645,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,8,10,0,0,4,,es_6622
146691,646,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,9,11,0,22,24,,es_6623
146692,647,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,0,0,9,0,0,0,,es_7122
146693,648,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,1,17,0,10,34,3F-2,es_6624
146694,649,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,2,18,0,0,0,,es_6625
146695,650,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,15,21,0,0,0,3F-4,es_6626
146696,651,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,6,9,0,4,0,,es_6627
146697,652,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,S,2017,4,22,0,40,0,2F-2,es_6629
146698,653,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,5,18,0,34,0,"2F-1,3F-4",es_6630
146699,654,2017,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2017,2,N,0,3,0,0,0,0,,es_6631
146700,655,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,4,20,0,26,24,,es_6632
146701,656,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,7,35,0,0,0,1F-4,es_6633
146702,657,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,S,2017,8,10,0,28,0,"2F-1,3F-3",es_6634
146703,658,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,13,25,0,0,0,1F-3,es_6635
146704,659,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,4,25,0,30,0,2F-3,es_6636
146705,660,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,13,26,0,0,0,1F-5,es_6638
146706,661,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,10,27,0,0,0,1F-5,es_6639
146707,662,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,15,35,0,0,0,1F-5,es_6641
146708,663,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,11,25,0,0,0,"1F-1,2F-1,3F-3",es_6642
146709,664,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,N,0,5,14,0,8,22,,es_6643
146710,665,2017,2,13002,CALCULO 1,CGF-PLS13 ,1,1,2017,2,N,2017,4,11,0,30,0,2F-1,es_6645
146711,666,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,8,7,0,8,12,,es_6646
146712,667,2017,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2017,2,S,2017,11,28,0,0,0,1F-4,es_6647
146713,668,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,2017,9,23,0,14,30,,es_6650
146714,669,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,2017,4,22,0,20,30,3F-1,es_6651
146715,670,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2016,10,25,0,0,0,1F-2,es_7123
146716,671,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,7,19,0,38,0,"2F-1,3F-2",es_7124
146717,672,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,8,21,0,0,0,1F-2,es_6652
146718,673,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,4,13,0,12,0,,es_7125
146719,674,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2017,14,15,0,0,0,"1F-1,2F-1",es_6653
146720,675,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,8,15,0,38,0,"2F-1,3F-2",es_6654
146721,676,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,0,0,0,0,0,0,,es_7126
146722,677,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,9,8,0,12,4,,es_6655
146723,678,2017,2,13002,CALCULO 1,ECA-PLS13 ,1,1,2017,2,N,0,4,0,0,0,0,,es_6656
146724,679,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,9,3,0,0,0,,es_6657
146725,680,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,9,9,0,16,18,,es_6658
146726,681,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2016,3,0,0,24,0,3F-1,es_7127
146727,682,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,6,15,0,22,40,3F-4,es_6659
146728,683,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,7,12,0,38,0,2F-3,es_6660
146729,684,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,8,11,0,32,0,"2F-1,3F-3",es_6661
146730,685,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,14,29,0,0,0,1F-4,es_6662
146731,686,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,S,2017,13,29,0,0,0,1F-3,es_6663
146732,687,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,0,0,0,0,0,,es_7128
146733,688,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,8,15,0,14,20,,es_6664
146734,689,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,0,0,0,0,0,,es_3802
146735,690,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,13,24,0,0,0,1F-4,es_6665
146736,691,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,10,23,0,0,0,1F-4,es_6666
146737,692,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2017,9,24,0,30,0,2F-1,es_6667
146738,693,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,11,8,0,20,38,3F-2,es_6668
146739,694,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,8,32,0,0,0,1F-4,es_6669
146740,695,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,9,16,0,40,0,2F-3,es_6670
146741,696,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,5,18,0,42,0,"2F-1,3F-4",es_6671
146742,697,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,N,0,3,3,0,0,0,,es_6672
146743,698,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,12,21,0,32,0,2F-2,es_6673
146744,699,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,S,2017,9,34,0,0,0,1F-5,es_6674
146745,700,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,S,2017,3,23,0,46,0,2F-3,es_6675
146746,701,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,0,5,0,0,0,0,,es_6676
146747,702,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,N,2017,10,25,0,0,0,2F-1,es_6677
146748,703,2017,2,13002,CALCULO 1,ECA-PLS13 ,1,1,2017,2,S,2017,7,19,0,0,0,1F-2,es_6678
146749,704,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,18,22,0,0,0,1F-3,es_6679
146750,705,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,8,5,0,0,0,,es_6680
146751,706,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2016,11,17,0,0,0,1F-3,es_7129
146752,707,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,8,8,0,34,0,2F-2,es_6682
146753,708,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,7,9,0,0,24,,es_6683
146754,709,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,4,0,0,0,0,,es_6684
146755,710,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,S,2016,14,15,0,24,0,2F-2,es_7130
146756,711,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,9,10,0,16,8,,es_6685
146757,712,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,S,2017,5,28,0,0,0,1F-3,es_6686
146758,713,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,S,2017,4,17,0,42,0,2F-4,es_6687
146759,714,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,11,13,0,22,14,,es_6688
146760,715,2017,2,13002,CALCULO 1,IND-PLS13 ,1,1,2017,2,N,0,0,0,0,0,0,,es_6689
146761,716,2017,2,13002,CALCULO 1,MCT-PLS13 ,1,1,2017,2,S,2017,8,31,0,56,0,2F-5,es_6690
146762,717,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,17,36,0,0,0,1F-5,es_6691
146763,718,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,7,21,0,0,0,1F-2,es_6692
146764,719,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,8,20,0,0,0,"1F-1,2F-2",es_6693
146765,720,2017,2,13002,CALCULO 1,CGF-PLS13 ,1,1,2017,2,S,2017,7,8,0,34,0,"2F-1,3F-3",es_6694
146766,721,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,2017,1,20,0,18,30,3F-1,es_6695
146767,722,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,4,0,0,0,0,,es_6696
146768,723,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,11,18,0,42,0,2F-3,es_6697
146769,724,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,5,20,0,18,12,,es_6698
146770,725,2017,2,13002,CALCULO 1,ELE-PLS13 ,1,1,2017,2,S,2017,6,24,0,0,0,1F-2,es_6699
146771,726,2017,2,13002,CALCULO 1,MEC-PLS13 ,1,1,2017,2,N,0,2,4,0,0,0,,es_6700
146772,727,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,N,0,4,7,0,0,0,,es_6702
146773,728,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,9,27,0,0,0,1F-3,es_6703
146774,729,2017,2,13002,CALCULO 1,CIV-PLS13 ,1,1,2017,2,S,2017,15,35,0,0,0,1F-5,es_6704
