ix,Id,danho,ciclo,Cod.Asign,Asignatura,Cod.Car.Sec,Cod.Curso,Convocatoria,Anho,Semestre,Aprobado,Anho.Firma,Primer.Par,Segundo.Par,AOT,Primer.Rec,Segundo.Rec,Nota.Final,id_anony
205314,5529,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,6,10,4,0,0,,es_6929
205315,5530,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,2,0,1,0,0,,es_6930
205316,5531,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,4,16,4,0,0,,es_9782
205317,5532,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,4,16,5,0,0,,es_7674
205318,5533,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,7,23,2,0,0,,es_9783
205319,5534,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,7,17,6,0,0,,es_9651
205320,5535,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,11,0,2,0,0,,es_6938
205321,5536,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,6,23,5,0,0,,es_9721
205322,5537,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,2019,8,22,6,0,0,1F-1,es_9784
205323,5538,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,10,4,0,0,,es_6953
205324,5539,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,6,19,4,0,0,,es_6957
205325,5540,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,7,19,5,0,0,,es_9785
205326,5541,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7679
205327,5542,2019,2,13013,CALCULO 3,CGF-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7233
205328,5543,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,4,20,5,0,0,,es_6962
205329,5544,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,5,6,6,0,0,,es_6963
205330,5545,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,8,23,7,0,0,1F-1,es_7478
205331,5546,2019,2,13013,CALCULO 3,ECA-PLS13 ,3,2,2019,2,S,2019,20,14,5,0,0,1F-2,es_9786
205332,5547,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,1,0,2,0,0,,es_6968
205333,5548,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,14,8,7,0,0,,es_9787
205334,5549,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,8,20,7,0,0,1F-1,es_9788
205335,5550,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,3,14,6,0,0,,es_9789
205336,5551,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,S,2019,16,25,9,0,0,1F-4,es_9790
205337,5552,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,1,14,2,0,0,,es_6974
205338,5553,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,S,2019,10,28,9,0,0,1F-5,es_6977
205339,5554,2019,2,13013,CALCULO 3,MEC-PLS13 ,3,2,2019,2,N,0,6,9,5,0,0,,es_9791
205340,5555,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,4,20,7,0,0,,es_9792
205341,5556,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,12,14,6,0,0,,es_6981
205342,5557,2019,2,13013,CALCULO 3,IND-PLS13 ,3,2,2019,2,N,0,13,5,3,0,0,,es_6983
205343,5558,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,4,24,7,0,0,1F-1,es_9602
205344,5559,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,0,3,0,0,,es_7158
205345,5560,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,10,19,6,0,0,1F-1,es_9793
205346,5561,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,S,2019,14,29,4,0,0,1F-4,es_9794
205347,5562,2019,2,13013,CALCULO 3,IND-PLS13 ,3,2,2019,2,N,0,1,14,2,0,0,,es_7685
205348,5563,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,0,3,0,0,,es_7190
205349,5564,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,S,2019,7,31,8,0,0,1F-3,es_9795
205350,5565,2019,2,13013,CALCULO 3,CGF-PLS13 ,3,2,2019,2,N,0,2,5,3,0,0,,es_7160
205351,5566,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,4,19,7,0,0,,es_9664
205352,5567,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,14,10,7,0,0,,es_6988
205353,5568,2019,2,13013,CALCULO 3,ECA-PLS13 ,3,2,2019,2,N,0,5,13,2,0,0,,es_6989
205354,5569,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,S,2019,10,28,8,0,0,1F-5,es_6993
205355,5570,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,2,0,0,0,0,,es_9665
205356,5571,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,S,2019,9,31,8,0,0,1F-3,es_9796
205357,5572,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,10,5,0,0,,es_6994
205358,5573,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,8,23,8,0,0,1F-1,es_6996
205359,5574,2019,2,13013,CALCULO 3,ECA-PLS13 ,3,2,2019,2,N,0,2,0,0,0,0,,es_3916
205360,5575,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,2,0,2,0,0,,es_6997
205361,5576,2019,2,13013,CALCULO 3,CGF-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_2386
205362,5577,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,7,13,5,0,0,,es_6999
205363,5578,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,7,15,7,0,0,,es_9669
205364,5579,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,3,13,7,0,0,,es_7000
205365,5580,2019,2,13013,CALCULO 3,IND-PLS13 ,3,2,2019,2,N,0,6,4,5,0,0,,es_7001
205366,5581,2019,2,13013,CALCULO 3,CGF-PLS13 ,3,2,2019,2,S,2019,18,33,9,0,0,1F-5,es_9797
205367,5582,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,5,0,7,0,0,,es_9798
205368,5583,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,8,10,7,0,0,,es_9799
205369,5584,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,4,20,6,0,0,,es_9800
205370,5585,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,S,2019,14,31,9,0,0,1F-5,es_9801
205371,5586,2019,2,13013,CALCULO 3,IND-PLS13 ,3,2,2019,2,N,0,4,6,6,0,0,,es_7239
205372,5587,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,S,2019,7,34,10,0,0,1F-5,es_9802
205373,5588,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,0,15,5,0,0,,es_7012
205374,5589,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7695
205375,5590,2019,2,13013,CALCULO 3,IND-PLS13 ,3,2,2019,2,N,0,4,0,5,0,0,,es_7014
205376,5591,2019,2,13013,CALCULO 3,MEC-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7015
205377,5592,2019,2,13013,CALCULO 3,IND-PLS13 ,3,2,2019,2,N,0,7,18,7,0,0,,es_7503
205378,5593,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,1,0,0,0,0,,es_9674
205379,5594,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,4,13,2,0,0,,es_7193
205380,5595,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7240
205381,5596,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,4,0,3,0,0,,es_7017
205382,5597,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,S,2019,8,34,7,0,0,1F-4,es_9803
205383,5598,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,S,2019,13,27,6,0,0,1F-3,es_9804
205384,5599,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,8,10,4,0,0,,es_7200
205385,5600,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_3923
205386,5601,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,11,5,3,0,0,,es_7019
205387,5602,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,S,2019,12,36,7,0,0,1F-5,es_9805
205388,5603,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,6,5,3,0,0,,es_9806
205389,5604,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,1,0,0,0,0,,es_7021
205390,5605,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,3,13,2,0,0,,es_7022
205391,5606,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,0,2,0,0,,es_9677
205392,5607,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,8,16,7,0,0,,es_9807
205393,5608,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,2,15,4,0,0,,es_7698
205394,5609,2019,2,13013,CALCULO 3,IND-PLS13 ,3,2,2019,2,N,0,0,15,5,0,0,,es_7509
205395,5610,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,20,5,0,0,,es_9605
205396,5611,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,8,9,6,0,0,,es_9722
205397,5612,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,4,15,4,0,0,,es_7032
205398,5613,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,6,25,7,0,0,,es_9808
205399,5614,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,7,12,8,0,0,,es_9731
205400,5615,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,2019,10,28,7,0,0,,es_9809
205401,5616,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,2019,8,27,4,0,0,,es_7034
205402,5617,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,7,18,4,0,0,,es_9810
205403,5618,2019,2,13013,CALCULO 3,CGF-PLS13 ,3,2,2019,2,N,0,2,0,0,0,0,,es_7700
205404,5619,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,2019,14,16,5,0,0,,es_7035
205405,5620,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,4,12,5,0,0,,es_9811
205406,5621,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,10,6,0,0,,es_9812
205407,5622,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,2019,7,20,8,0,0,,es_9681
205408,5623,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,12,9,0,0,,es_7040
205409,5624,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,6,16,8,0,0,,es_9813
205410,5625,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,2019,10,24,3,0,0,,es_7041
205411,5626,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,S,2019,13,29,8,0,0,1F-3,es_9814
205412,5627,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,9,8,7,0,0,,es_7244
205413,5628,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,7,5,3,0,0,,es_7048
205414,5629,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,9,13,3,0,0,,es_9723
205415,5630,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,1,7,5,0,0,,es_7052
205416,5631,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,15,7,0,0,,es_7053
205417,5632,2019,2,13013,CALCULO 3,MEC-PLS13 ,3,2,2019,2,N,0,1,14,4,0,0,,es_7706
205418,5633,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,2,0,2,0,0,,es_7055
205419,5634,2019,2,13013,CALCULO 3,IND-PLS13 ,3,2,2019,2,N,0,1,25,5,0,0,,es_7056
205420,5635,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,1,0,0,0,0,,es_7246
205421,5636,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,4,11,3,0,0,,es_9688
205422,5637,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,6,5,0,0,,es_7063
205423,5638,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,4,24,7,0,0,,es_7065
205424,5639,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,6,22,7,0,0,,es_7066
205425,5640,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_9728
205426,5641,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,5,14,5,0,0,,es_7071
205427,5642,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,14,5,3,0,0,,es_9815
205428,5643,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,9,17,6,0,0,,es_7075
205429,5644,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,20,4,0,0,,es_9732
205430,5645,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,14,21,6,0,0,,es_9816
205431,5646,2019,2,13013,CALCULO 3,MCT-PLS13 ,3,2,2019,2,N,0,10,6,6,0,0,,es_7079
205432,5647,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,S,2019,9,23,9,0,0,1F-3,es_9724
205433,5648,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,S,2019,9,32,7,0,0,1F-3,es_9725
205434,5649,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,2019,19,14,0,0,0,,es_7081
205435,5650,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,S,2019,12,24,7,0,0,1F-3,es_9817
205436,5651,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,S,2019,17,25,6,0,0,1F-3,es_7084
205437,5652,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,10,10,7,0,0,,es_9690
205438,5653,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,8,17,7,0,0,,es_7085
205439,5654,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,7,15,4,0,0,,es_9691
205440,5655,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,7,3,0,0,,es_9693
205441,5656,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,4,21,7,0,0,,es_9818
205442,5657,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,S,2019,7,20,8,0,0,1F-2,es_7248
205443,5658,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,N,0,2,0,0,0,0,,es_7088
205444,5659,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7091
205445,5660,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,13,15,7,0,0,1F-1,es_9726
205446,5661,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,2,13,2,0,0,,es_7094
205447,5662,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,2019,5,11,0,0,0,,es_7096
205448,5663,2019,2,13013,CALCULO 3,ELE-PLS13 ,3,2,2019,2,S,2019,14,31,5,0,0,1F-4,es_9819
205449,5664,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,10,4,0,0,,es_7097
205450,5665,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,4,5,4,0,0,,es_7098
205451,5666,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,10,13,7,0,0,,es_7099
205452,5667,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,N,0,5,10,2,0,0,,es_7250
205453,5668,2019,2,13013,CALCULO 3,CIV-PLS13 ,3,2,2019,2,S,2019,18,30,6,0,0,1F-5,es_9820
205454,5669,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,N,2019,0,0,0,0,0,,es_2181
205455,5670,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_2183
205456,5671,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,2019,0,0,0,18,0,,es_9698
205457,5672,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,2019,0,0,0,0,0,,es_2129
205458,5673,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,2019,14,18,5,0,0,,es_2441
205459,5674,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_2019
205460,5675,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,8,4,7,0,0,,es_9733
205461,5676,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,N,0,9,11,7,14,0,,es_3106
205462,5677,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CGF-PLS13 ,3,2,2019,2,N,2019,0,0,0,0,0,1F-1,es_3449
205463,5678,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,S,2019,22,35,8,0,0,1F-5,es_9734
205464,5679,2019,2,13014,PROBABILIDAD Y ESTADISTICA,IND-PLS13 ,3,2,2019,2,N,2019,21,8,9,0,0,1F-1,es_3648
205465,5680,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,2019,12,21,7,0,0,1F-1,es_7202
205466,5681,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MCT-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7539
205467,5682,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7540
205468,5683,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CGF-PLS13 ,3,2,2019,2,N,0,6,0,0,0,0,,es_3679
205469,5684,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_8180
205470,5685,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,5,0,0,0,0,,es_3682
205471,5686,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ECA-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_3476
205472,5687,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CGF-PLS13 ,3,2,2019,2,N,0,5,0,5,0,0,,es_7542
205473,5688,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CGF-PLS13 ,3,2,2019,2,N,2019,10,22,10,0,0,1F-1,es_7543
205474,5689,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,S,2019,18,32,10,0,0,1F-5,es_6559
205475,5690,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,7,16,7,0,0,,es_7260
205476,5691,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7204
205477,5692,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MCT-PLS13 ,3,2,2019,2,N,0,5,0,5,0,0,,es_7546
205478,5693,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,0,3,0,4,0,0,,es_7261
205479,5694,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,N,0,9,10,4,0,0,,es_3574
205480,5695,2019,2,13014,PROBABILIDAD Y ESTADISTICA,IND-PLS13 ,3,2,2019,2,N,2019,17,12,9,0,0,,es_6576
205481,5696,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,2019,12,18,7,0,0,,es_7274
205482,5697,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,0,9,0,2,0,0,,es_7572
205483,5698,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,4,0,0,0,0,,es_7210
205484,5699,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,2019,10,9,9,26,0,,es_7115
205485,5700,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,N,0,2,0,0,0,0,,es_7280
205486,5701,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,2019,11,5,9,42,0,,es_7282
205487,5702,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MCT-PLS13 ,3,2,2019,2,N,2019,8,7,0,4,0,,es_7579
205488,5703,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,5,17,7,24,0,,es_6591
205489,5704,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,S,2019,16,26,8,0,0,1F-3,es_7744
205490,5705,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MCT-PLS13 ,3,2,2019,2,N,0,7,2,6,0,0,,es_7583
205491,5706,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,0,4,6,9,0,0,,es_6595
205492,5707,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,4,0,0,0,0,,es_2326
205493,5708,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ECA-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7301
205494,5709,2019,2,13014,PROBABILIDAD Y ESTADISTICA,IND-PLS13 ,3,2,2019,2,N,0,3,19,6,24,0,,es_6603
205495,5710,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,2019,17,18,9,28,0,,es_7302
205496,5711,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,S,2019,11,25,9,0,0,1F-2,es_3579
205497,5712,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,N,0,2,0,2,0,0,,es_7595
205498,5713,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,2019,18,14,8,0,0,1F-1,es_6611
205499,5714,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,N,2019,0,0,0,0,0,,es_7755
205500,5715,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7601
205501,5716,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,0,5,0,0,0,0,,es_7602
205502,5717,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,2019,11,6,8,32,0,,es_6623
205503,5718,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,S,2019,15,13,0,0,0,1F-5,es_6630
205504,5719,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MCT-PLS13 ,3,2,2019,2,S,2019,0,0,0,0,0,1F-3,es_6634
205505,5720,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,S,2019,18,23,8,0,0,1F-4,es_7603
205506,5721,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MCT-PLS13 ,3,2,2019,2,S,2019,23,27,10,0,0,1F-5,es_9735
205507,5722,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_7179
205508,5723,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,2019,15,16,8,28,0,,es_6638
205509,5724,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,S,2019,10,26,10,0,0,1F-3,es_9611
205510,5725,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,N,2019,0,0,0,0,0,,es_8349
205511,5726,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,S,2019,10,0,0,0,0,1F-2,es_7254
205512,5727,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,8,0,0,0,0,,es_7335
205513,5728,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,N,0,6,15,10,14,0,,es_6652
205514,5729,2019,2,13014,PROBABILIDAD Y ESTADISTICA,MEC-PLS13 ,3,2,2019,2,N,0,0,0,0,0,0,,es_2348
205515,5730,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ECA-PLS13 ,3,2,2019,2,N,0,0,0,5,0,0,,es_7607
205516,5731,2019,2,13014,PROBABILIDAD Y ESTADISTICA,IND-PLS13 ,3,2,2019,2,N,2019,9,9,9,26,0,,es_6654
205517,5732,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CGF-PLS13 ,3,2,2019,2,N,2019,11,1,0,14,0,,es_7339
205518,5733,2019,2,13014,PROBABILIDAD Y ESTADISTICA,ELE-PLS13 ,3,2,2019,2,S,2019,10,34,6,0,0,1F-4,es_9736
205519,5734,2019,2,13014,PROBABILIDAD Y ESTADISTICA,CIV-PLS13 ,3,2,2019,2,S,2019,16,21,9,0,0,1F-3,es_6659
